tipo_evento,departamento,codigo_dane_departamento,municipio,codigo_dane_municipio,a_o,mes,evento,tipo_lugar,tipo_area,latitud_cabecera,longitud_cabecera,sitio,geocoded_column
Desminado militar en operaciones,TOLIMA,73,IBAGUÉ,73001,2012,8,Incidente,Sin informacion,Rural,4.418056,-75.285833,Vereda La Tigrera,"{'type': 'Point', 'coordinates': [-75.285833, 4.418056]}"
Desminado militar en operaciones,PUTUMAYO,86,PUERTO ASÍS,86568,2012,9,Incidente,Sin informacion,Rural,0.4575,-76.431667,Vereda Ancura,"{'type': 'Point', 'coordinates': [-76.431667, 0.4575]}"
Desminado militar en operaciones,ANTIOQUIA,5,ANORÍ,5040,2012,9,Incidente,Sin informacion,Rural,7.366944,-75.001111,Vereda Tamara,"{'type': 'Point', 'coordinates': [-75.001111, 7.366944]}"
Desminado militar en operaciones,HUILA,41,ALGECIRAS,41020,2012,9,Incidente,Sin informacion,Rural,2.496667,-75.258333,Area General Vereda La Primavera,"{'type': 'Point', 'coordinates': [-75.258333, 2.496667]}"
Desminado militar en operaciones,ANTIOQUIA,5,BURITICÁ,5113,2012,9,Incidente,Sin informacion,Rural,6.7025,-75.902222,Vereda San Antonio,"{'type': 'Point', 'coordinates': [-75.902222, 6.7025]}"
Desminado militar en operaciones,TOLIMA,73,PLANADAS,73555,2012,9,Incidente,Sin informacion,Rural,2.976944,-75.759167,Vereda La Hacienda,"{'type': 'Point', 'coordinates': [-75.759167, 2.976944]}"
Desminado militar en operaciones,NARIÑO,52,BARBACOAS,52079,2012,9,Incidente,Sin informacion,Rural,1.535,-78.086111,Buenavista,"{'type': 'Point', 'coordinates': [-78.086111, 1.535]}"
Desminado militar en operaciones,ARAUCA,81,TAME,81794,2012,9,Incidente,Sin informacion,Rural,6.505278,-71.673333,Vereda La Hormiga,"{'type': 'Point', 'coordinates': [-71.673333, 6.505278]}"
Accidente por MAP,PUTUMAYO,86,PUERTO LEGUÍZAMO,86573,2012,10,Accidente,Sin informacion,Rural,0.311265,-76.017879,Sin información,"{'type': 'Point', 'coordinates': [-76.017879, 0.311265]}"
Desminado militar en operaciones,ANTIOQUIA,5,SEGOVIA,5736,2012,9,Incidente,Sin informacion,Rural,7.2569444444,-74.7033333333,Señuelo,"{'type': 'Point', 'coordinates': [-74.7033333333, 7.2569444444]}"
Desminado militar en operaciones,CAQUETA,18,CARTAGENA DEL CHAIRÁ,18150,2012,10,Incidente,Sin informacion,Rural,1.208055556,-74.7655556,Vereda Yaicoge,"{'type': 'Point', 'coordinates': [-74.7655556, 1.208055556]}"
Desminado militar en operaciones,TOLIMA,73,RIOBLANCO,73616,2012,10,Incidente,Sin informacion,Rural,3.530833333,-75.8058333,Placas,"{'type': 'Point', 'coordinates': [-75.8058333, 3.530833333]}"
Desminado militar en operaciones,PUTUMAYO,86,ORITO,86320,2012,10,Incidente,Sin informacion,Rural,0.5447222222,-77.0755556,Vereda Las Delicias,"{'type': 'Point', 'coordinates': [-77.0755556, 0.5447222222]}"
Desminado militar en operaciones,CAUCA,19,SUÁREZ,19780,2012,11,Incidente,Sin informacion,Rural,2.847222222,-76.7869444,Vereda Alto Rico,"{'type': 'Point', 'coordinates': [-76.7869444, 2.847222222]}"
Desminado militar en operaciones,BOLIVAR,13,CANTAGALLO,13160,2012,10,Incidente,Sin informacion,Rural,7.303333333,-74.1158333,Vereda La Granja,"{'type': 'Point', 'coordinates': [-74.1158333, 7.303333333]}"
Desminado militar en operaciones,META,50,URIBE,50370,2012,10,Incidente,Sin informacion,Rural,3.032777778,-74.4036111,Vereda Gaviotas,"{'type': 'Point', 'coordinates': [-74.4036111, 3.032777778]}"
Desminado militar en operaciones,ANTIOQUIA,5,TOLEDO,5819,2012,10,Incidente,Sin informacion,Rural,7.005277778,-75.7097222,La Brisa,"{'type': 'Point', 'coordinates': [-75.7097222, 7.005277778]}"
Desminado militar en operaciones,CAQUETA,18,CARTAGENA DEL CHAIRÁ,18150,2012,10,Incidente,Sin informacion,Rural,1.166944444,-74.9636111,Vereda Jamaica,"{'type': 'Point', 'coordinates': [-74.9636111, 1.166944444]}"
Desminado militar en operaciones,NARIÑO,52,SANTA CRUZ,52699,2012,10,Incidente,Sin informacion,Rural,1.390833333,-77.8336111,Santa Maria,"{'type': 'Point', 'coordinates': [-77.8336111, 1.390833333]}"
Desminado militar en operaciones,PUTUMAYO,86,PUERTO GUZMÁN,86571,2012,10,Incidente,Sin informacion,Rural,0.8872222222,-76.2738889,Vereda Las Villas,"{'type': 'Point', 'coordinates': [-76.2738889, 0.8872222222]}"
Desminado militar en operaciones,ANTIOQUIA,5,ANORÍ,5040,2012,11,Incidente,Sin informacion,Rural,7.061666667,-75.1463889,En La Antena De Concell De Anori,"{'type': 'Point', 'coordinates': [-75.1463889, 7.061666667]}"
Desminado militar en operaciones,NARIÑO,52,SAMANIEGO,52678,2012,11,Incidente,Sin informacion,Rural,1.350555556,-77.5941667,Santa Maria,"{'type': 'Point', 'coordinates': [-77.5941667, 1.350555556]}"
Desminado militar en operaciones,ANTIOQUIA,5,VEGACHÍ,5858,2012,11,Incidente,Sin informacion,Rural,6.9,-74.8202778,Vereda El Jardin,"{'type': 'Point', 'coordinates': [-74.8202778, 6.9]}"
Desminado militar en operaciones,CAUCA,19,SUÁREZ,19780,2012,11,Incidente,Sin informacion,Rural,2.953333333,-76.7175,Morro Plancho,"{'type': 'Point', 'coordinates': [-76.7175, 2.953333333]}"
Accidente por MAP,NARIÑO,52,IPIALES,52356,2012,12,Accidente,Sin informacion,Rural,0.4775,-77.17694444444444,Sin información,"{'type': 'Point', 'coordinates': [-77.17694444444444, 0.4775]}"
Sospecha de campo minado,ANTIOQUIA,5,SAN ANDRÉS,5647,2013,1,Incidente,Fincas,Rural,6.914578,-75.675339,Sin información,"{'type': 'Point', 'coordinates': [-75.675339, 6.914578]}"
Desminado militar en operaciones,CAUCA,19,CALOTO,19142,2012,12,Incidente,Sin informacion,Rural,3.0575,-76.32388889,Vereda Venadillo,"{'type': 'Point', 'coordinates': [-76.32388889, 3.0575]}"
Desminado militar en operaciones,META,50,PUERTO RICO,50590,2012,12,Incidente,Sin informacion,Rural,2.79666667,-73.35666667,Vereda Santa Lucia,"{'type': 'Point', 'coordinates': [-73.35666667, 2.79666667]}"
Desminado militar en operaciones,NORTE DE SANTANDER,54,SARDINATA,54720,2012,12,Incidente,Sin informacion,Rural,8.29666667,-72.88861111,Vereda Ceiba Corregimiento Mercedes,"{'type': 'Point', 'coordinates': [-72.88861111, 8.29666667]}"
Desminado militar en operaciones,CAQUETA,18,PUERTO RICO,18592,2012,12,Incidente,Sin informacion,Rural,1.64388889,-74.97027778,Vereda Maracaibo,"{'type': 'Point', 'coordinates': [-74.97027778, 1.64388889]}"
Desminado militar en operaciones,NORTE DE SANTANDER,54,CONVENCIÓN,54206,2012,12,Incidente,Sin informacion,Rural,8.82222222,-73.20388889,Parque Natural,"{'type': 'Point', 'coordinates': [-73.20388889, 8.82222222]}"
Desminado militar en operaciones,CAQUETA,18,PUERTO RICO,18592,2012,12,Incidente,Sin informacion,Rural,2.03611111,-75.17944444,Vereda El Chamuscado,"{'type': 'Point', 'coordinates': [-75.17944444, 2.03611111]}"
Accidente por MAP,ARAUCA,81,TAME,81794,2013,2,Accidente,Sin informacion,Rural,6.544722222222222,-71.41166666666666,Vereda Caño Limon,"{'type': 'Point', 'coordinates': [-71.41166666666666, 6.544722222222222]}"
Accidente por MAP,HUILA,41,COLOMBIA,41206,2013,2,Accidente,Sin informacion,Rural,3.585277777777778,-74.61277777777778,Vereda La Sonora,"{'type': 'Point', 'coordinates': [-74.61277777777778, 3.585277777777778]}"
Desminado militar en operaciones,CUNDINAMARCA,25,GUAYABETAL,25335,2013,1,Incidente,Sin informacion,Rural,4.235,-73.875,Sector Los Gaquez,"{'type': 'Point', 'coordinates': [-73.875, 4.235]}"
Desminado militar en operaciones,META,50,MESETAS,50330,2013,1,Incidente,Sin informacion,Rural,3.288333333,-74.1505556,Inspección De Peñas,"{'type': 'Point', 'coordinates': [-74.1505556, 3.288333333]}"
Desminado militar en operaciones,ARAUCA,81,TAME,81794,2013,2,Incidente,Sin informacion,Rural,6.507777778,-71.7222222,La,"{'type': 'Point', 'coordinates': [-71.7222222, 6.507777778]}"
Desminado militar en operaciones,GUAVIARE,95,MIRAFLORES,95200,2013,2,Incidente,Sin informacion,Rural,1.314722222,-72.3313889,Area General Caño Ciriza,"{'type': 'Point', 'coordinates': [-72.3313889, 1.314722222]}"
Desminado militar en operaciones,VALLE DEL CAUCA,76,DAGUA,76233,2013,2,Incidente,Sin informacion,Rural,3.785555556,-76.7311111,Vereda La Victoria,"{'type': 'Point', 'coordinates': [-76.7311111, 3.785555556]}"
Desminado militar en operaciones,PUTUMAYO,86,PUERTO ASÍS,86568,2013,2,Incidente,Sin informacion,Rural,0.5072222222,-76.2733333,Vereda Peneya,"{'type': 'Point', 'coordinates': [-76.2733333, 0.5072222222]}"
Accidente por MAP,ANTIOQUIA,5,YARUMAL,5887,2013,1,Accidente,Sin informacion,Rural,6.963517,-75.41644,"Corregimiento De Ochalí, En La Vereda La Quiebr","{'type': 'Point', 'coordinates': [-75.41644, 6.963517]}"
Desminado militar en operaciones,ARAUCA,81,ARAUQUITA,81065,2013,2,Incidente,Sin informacion,Rural,6.825277778,-71.3838889,Brisas Del Caranal,"{'type': 'Point', 'coordinates': [-71.3838889, 6.825277778]}"
Desminado militar en operaciones,CAUCA,19,CALOTO,19142,2013,2,Incidente,Sin informacion,Rural,3.017222222,-76.4044444,Vreda Huellas,"{'type': 'Point', 'coordinates': [-76.4044444, 3.017222222]}"
Desminado militar en operaciones,BOGOTA DC,11,Bogotá DC,11001,2013,2,Incidente,Sin informacion,Rural,4.151388889,-74.2361111,Vereda Alto Caicedo,"{'type': 'Point', 'coordinates': [-74.2361111, 4.151388889]}"
Desminado militar en operaciones,GUAVIARE,95,CALAMAR,95015,2013,2,Incidente,Sin informacion,Rural,1.953055556,-72.6372222,Vereda Altamira,"{'type': 'Point', 'coordinates': [-72.6372222, 1.953055556]}"
Sospecha de campo minado,ANTIOQUIA,5,SAN CARLOS,5649,2012,6,Incidente,Caminos,Rural,6.23038,-75.02221,Sospecha Cancelada Vereda Las Camelias,"{'type': 'Point', 'coordinates': [-75.02221, 6.23038]}"
Desminado militar en operaciones,CHOCO,27,BAHÍA SOLANO,27075,2013,3,Incidente,Sin informacion,Rural,6.2275,-77.39722222,Sector Playa,"{'type': 'Point', 'coordinates': [-77.39722222, 6.2275]}"
Desminado militar en operaciones,SANTANDER,68,EL CARMEN,68235,2013,3,Incidente,Sin informacion,Rural,6.793333333,-73.5544444,Vereda La Salina,"{'type': 'Point', 'coordinates': [-73.5544444, 6.793333333]}"
Desminado militar en operaciones,CAUCA,19,SUÁREZ,19780,2013,3,Incidente,Sin informacion,Rural,3.036388889,-76.7816667,Vereda La Peña,"{'type': 'Point', 'coordinates': [-76.7816667, 3.036388889]}"
Desminado militar en operaciones,TOLIMA,73,CAJAMARCA,73124,2013,3,Incidente,Sin informacion,Rural,4.324722222,-75.5305556,Coregimiento Potosi,"{'type': 'Point', 'coordinates': [-75.5305556, 4.324722222]}"
Desminado militar en operaciones,NORTE DE SANTANDER,54,CONVENCIÓN,54206,2013,3,Incidente,Sin informacion,Rural,8.480555556,-73.3447222,La Laguna,"{'type': 'Point', 'coordinates': [-73.3447222, 8.480555556]}"
Desminado militar en operaciones,VALLE DEL CAUCA,76,FLORIDA,76275,2013,3,Incidente,Sin informacion,Rural,3.358055556,-76.1741667,Vereda Parraga,"{'type': 'Point', 'coordinates': [-76.1741667, 3.358055556]}"
Desminado militar en operaciones,ANTIOQUIA,5,ITUANGO,5361,2013,3,Incidente,Sin informacion,Rural,7.158333333,-75.7544444,Cerro Giles,"{'type': 'Point', 'coordinates': [-75.7544444, 7.158333333]}"
Desminado militar en operaciones,ARAUCA,81,TAME,81794,2013,3,Incidente,Sin informacion,Rural,6.540833333,-71.5186111,Vereda Arabia,"{'type': 'Point', 'coordinates': [-71.5186111, 6.540833333]}"
Desminado militar en operaciones,CAUCA,19,TORIBÍO,19821,2013,3,Incidente,Sin informacion,Rural,2.872222222,-76.3011111,Alto De La Cruz,"{'type': 'Point', 'coordinates': [-76.3011111, 2.872222222]}"
Desminado militar en operaciones,CAUCA,19,CALOTO,19142,2013,3,Incidente,Sin informacion,Rural,3.06,-76.2891667,Vereda El Credo,"{'type': 'Point', 'coordinates': [-76.2891667, 3.06]}"
Desminado militar en operaciones,VALLE DEL CAUCA,76,TULUÁ,76834,2013,4,Incidente,Sin informacion,Rural,4.054166667,-76.0427778,Vereda Buenavista,"{'type': 'Point', 'coordinates': [-76.0427778, 4.054166667]}"
Desminado militar en operaciones,NORTE DE SANTANDER,54,TEORAMA,54800,2013,4,Incidente,Sin informacion,Rural,9.06,-72.9505556,Caño Mariela,"{'type': 'Point', 'coordinates': [-72.9505556, 9.06]}"
Desminado militar en operaciones,LA GUAJIRA,44,VILLANUEVA,44874,2013,4,Incidente,Sin informacion,Rural,10.53333333,-72.9416667,Vereda Sierra Negra,"{'type': 'Point', 'coordinates': [-72.9416667, 10.53333333]}"
Desminado militar en operaciones,NORTE DE SANTANDER,54,CONVENCIÓN,54206,2013,4,Incidente,Sin informacion,Rural,8.605277778,-73.3211111,Vereda Campo Alegre,"{'type': 'Point', 'coordinates': [-73.3211111, 8.605277778]}"
Desminado militar en operaciones,VALLE DEL CAUCA,76,PRADERA,76563,2013,4,Incidente,Sin informacion,Rural,3.411388889,-76.1772222,Vereda El Libano,"{'type': 'Point', 'coordinates': [-76.1772222, 3.411388889]}"
Desminado militar en operaciones,PUTUMAYO,86,PUERTO LEGUÍZAMO,86573,2013,4,Incidente,Sin informacion,Rural,0.316388889,-75.99722222,Piñuña Negro,"{'type': 'Point', 'coordinates': [-75.99722222, 0.316388889]}"
Accidente por MAP,CAUCA,19,CALDONO,19137,2013,1,Accidente,Sin informacion,Rural,2.889081,-76.376875,Sin información,"{'type': 'Point', 'coordinates': [-76.376875, 2.889081]}"
Desminado militar en operaciones,CAUCA,19,TORIBÍO,19821,2005,8,Incidente,Sin informacion,Rural,2.955399,-76.268615,Parte Alta De La Cabaña,"{'type': 'Point', 'coordinates': [-76.268615, 2.955399]}"
Accidente por MAP,CAQUETA,18,EL DONCELLO,18247,2013,5,Accidente,Sin informacion,Rural,1.7625,-75.30194444444444,Vereda La Pradera,"{'type': 'Point', 'coordinates': [-75.30194444444444, 1.7625]}"
Accidente por MAP,NORTE DE SANTANDER,54,CONVENCIÓN,54206,2013,5,Accidente,Sin informacion,Rural,9.004722222222222,-73.22611111111111,Vereda Parque Natural,"{'type': 'Point', 'coordinates': [-73.22611111111111, 9.004722222222222]}"
Desminado militar en operaciones,ANTIOQUIA,5,ANORÍ,5040,2004,12,Incidente,Sin informacion,Rural,7.073333,-75.147222,Vereda El Charcón,"{'type': 'Point', 'coordinates': [-75.147222, 7.073333]}"
Incautaciones,META,50,MESETAS,50330,2009,7,Incidente,Campamentos ilegales,Rural,2.949167,-74.048889,Vereda Palmeras,"{'type': 'Point', 'coordinates': [-74.048889, 2.949167]}"
Desminado militar en operaciones,CUNDINAMARCA,25,MEDINA,25438,2003,1,Incidente,Sin informacion,Rural,4.36972222222222,-73.5469444444444,San Joaquin Alto,"{'type': 'Point', 'coordinates': [-73.5469444444444, 4.36972222222222]}"
Desminado militar en operaciones,META,50,EL CALVARIO,50245,2002,11,Incidente,Sin informacion,Rural,4.352857,-73.713271,Vereda Fosquita,"{'type': 'Point', 'coordinates': [-73.713271, 4.352857]}"
Desminado militar en operaciones,ANTIOQUIA,5,APARTADÓ,5045,2013,4,Incidente,Sin informacion,Rural,7.936388889,-76.47,La Esperanza,"{'type': 'Point', 'coordinates': [-76.47, 7.936388889]}"
Accidente por MAP,META,50,VISTAHERMOSA,50711,2005,2,Accidente,Sin informacion,Rural,3.125088,-73.752373,Vereda La Cooperativa,"{'type': 'Point', 'coordinates': [-73.752373, 3.125088]}"
Sospecha de campo minado,ANTIOQUIA,5,GRANADA,5313,2012,4,Incidente,Caminos,Rural,6.1294,-75.1006,Rul Aicma-Co,"{'type': 'Point', 'coordinates': [-75.1006, 6.1294]}"
Desminado militar en operaciones,NARIÑO,52,BARBACOAS,52079,2013,6,Incidente,Sin informacion,Rural,1.6788888889,-78.13222222,Magüi Payan,"{'type': 'Point', 'coordinates': [-78.13222222, 1.6788888889]}"
Desminado militar en operaciones,ARAUCA,81,SARAVENA,81736,2013,6,Incidente,Sin informacion,Rural,6.9827777778,-71.8175,Válvula Campo Arauca Tres,"{'type': 'Point', 'coordinates': [-71.8175, 6.9827777778]}"
Desminado militar en operaciones,BOGOTA DC,11,Bogotá DC,11001,2013,6,Incidente,Sin informacion,Rural,4.0591666667,-74.20944444,Alto Torquita,"{'type': 'Point', 'coordinates': [-74.20944444, 4.0591666667]}"
Desminado militar en operaciones,CAQUETA,18,CARTAGENA DEL CHAIRÁ,18150,2013,6,Incidente,Sin informacion,Rural,1.3105555556,-74.725,Vereda El Águila,"{'type': 'Point', 'coordinates': [-74.725, 1.3105555556]}"
Desminado militar en operaciones,VALLE DEL CAUCA,76,FLORIDA,76275,2013,6,Incidente,Sin informacion,Rural,3.245,-76.16805556,Vereda Las Brisas,"{'type': 'Point', 'coordinates': [-76.16805556, 3.245]}"
Desminado militar en operaciones,NORTE DE SANTANDER,54,EL CARMEN,54245,2013,6,Incidente,Sin informacion,Rural,8.5955555556,-73.37833333,Santa Helena,"{'type': 'Point', 'coordinates': [-73.37833333, 8.5955555556]}"
Accidente por MAP,CAQUETA,18,SOLANO,18756,2013,8,Accidente,Sin informacion,Rural,0.9691666666666666,-74.91527777777777,Vereda Dos Quebradas,"{'type': 'Point', 'coordinates': [-74.91527777777777, 0.9691666666666666]}"
Sospecha de campo minado,BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,2013,5,Incidente,Campo,Rural,9.57611111111111,-75.10222222222222,Rul Armadas Nacional,"{'type': 'Point', 'coordinates': [-75.10222222222222, 9.57611111111111]}"
Desminado militar en operaciones,META,50,GUAMAL,50318,2013,5,Incidente,Sin informacion,Rural,3.98,-74.08805556,Vereda La Alsacia,"{'type': 'Point', 'coordinates': [-74.08805556, 3.98]}"
Desminado militar en operaciones,META,50,GUAMAL,50318,2013,5,Incidente,Sin informacion,Rural,3.9836111111,-74.08944444,La Alsacia,"{'type': 'Point', 'coordinates': [-74.08944444, 3.9836111111]}"
Desminado militar en operaciones,ARAUCA,81,ARAUQUITA,81065,2013,5,Incidente,Sin informacion,Rural,6.7466666667,-71.44527778,El Campin,"{'type': 'Point', 'coordinates': [-71.44527778, 6.7466666667]}"
Desminado militar en operaciones,META,50,EL CASTILLO,50251,2013,7,Incidente,Sin informacion,Rural,3.6477777778,-73.91805556,La Floresta,"{'type': 'Point', 'coordinates': [-73.91805556, 3.6477777778]}"
Desminado militar en operaciones,CAUCA,19,MORALES,19473,2013,7,Incidente,Sin informacion,Rural,2.8241666667,-76.82138889,Vereda Agua Sucia,"{'type': 'Point', 'coordinates': [-76.82138889, 2.8241666667]}"
Desminado militar en operaciones,META,50,URIBE,50370,2013,7,Incidente,Sin informacion,Rural,3.1205555556,-74.34611111,Vereda Explanacion,"{'type': 'Point', 'coordinates': [-74.34611111, 3.1205555556]}"
Desminado militar en operaciones,SANTANDER,68,CERRITO,68162,2013,7,Incidente,Sin informacion,Rural,6.8741666667,-72.6575,Vereda La Platanera Km-78 Via Cerrito - Chitaga,"{'type': 'Point', 'coordinates': [-72.6575, 6.8741666667]}"
Desminado militar en operaciones,ANTIOQUIA,5,CAREPA,5147,2013,7,Incidente,Sin informacion,Rural,7.8680555556,-76.51388889,Bellavista,"{'type': 'Point', 'coordinates': [-76.51388889, 7.8680555556]}"
Accidente por MAP,ARAUCA,81,TAME,81794,2006,9,Accidente,Sin informacion,Rural,6.461209,-71.730855,Vereda La Reserva,"{'type': 'Point', 'coordinates': [-71.730855, 6.461209]}"
Accidente por MAP,CAQUETA,18,SAN VICENTE DEL CAGUÁN,18753,2004,5,Accidente,Sin informacion,Rural,2.120008,-74.768227,Inspección La Sombra,"{'type': 'Point', 'coordinates': [-74.768227, 2.120008]}"
Desminado militar en operaciones,CAQUETA,18,SAN VICENTE DEL CAGUÁN,18753,2004,5,Incidente,Sin informacion,Rural,2.120008,-74.768227,La Sombra,"{'type': 'Point', 'coordinates': [-74.768227, 2.120008]}"
Accidente por MAP,CUNDINAMARCA,25,LA PEÑA,25398,2000,3,Accidente,Sin informacion,Rural,5.191792,-74.39764,Sitio El Porvenir,"{'type': 'Point', 'coordinates': [-74.39764, 5.191792]}"
Incautaciones,CAQUETA,18,SAN VICENTE DEL CAGUÁN,18753,2009,8,Incidente,Campamentos ilegales,Rural,1.530556,-74.563333,El Carrecillo,"{'type': 'Point', 'coordinates': [-74.563333, 1.530556]}"
Desminado militar en operaciones,CAQUETA,18,PUERTO RICO,18592,2010,1,Incidente,Sin informacion,Rural,2.05555555555556,-74.9963888888889,Vereda Monterrey,"{'type': 'Point', 'coordinates': [-74.9963888888889, 2.05555555555556]}"
Desminado militar en operaciones,CAQUETA,18,PUERTO RICO,18592,2010,1,Incidente,Sin informacion,Rural,2.049722,-75.002222,Vereda Monterrey,"{'type': 'Point', 'coordinates': [-75.002222, 2.049722]}"
Desminado militar en operaciones,META,50,MESETAS,50330,2004,4,Incidente,Sin informacion,Rural,3.380371,-74.042419,La Floresta,"{'type': 'Point', 'coordinates': [-74.042419, 3.380371]}"
Accidente por MAP,CAQUETA,18,PUERTO RICO,18592,2013,9,Accidente,Sin informacion,Rural,1.9983333333333333,-75.11638888888889,Vereda Alto Rivera,"{'type': 'Point', 'coordinates': [-75.11638888888889, 1.9983333333333333]}"
Accidente por MAP,ANTIOQUIA,5,TARAZÁ,5790,2010,9,Accidente,Sin informacion,Rural,7.582546,-75.400212,Vereda Anaparci,"{'type': 'Point', 'coordinates': [-75.400212, 7.582546]}"
Accidente por MAP,ANTIOQUIA,5,TARAZÁ,5790,2010,10,Accidente,Sin informacion,Rural,7.582546,-75.400212,Vereda Anaparci,"{'type': 'Point', 'coordinates': [-75.400212, 7.582546]}"
Desminado militar en operaciones,CAUCA,19,CALDONO,19137,2013,8,Incidente,Sin informacion,Rural,2.7936111111,-76.45083333,Vereda Santa Elena,"{'type': 'Point', 'coordinates': [-76.45083333, 2.7936111111]}"
Desminado militar en operaciones,META,50,LEJANÍAS,50400,2013,8,Incidente,Sin informacion,Rural,3.5127777778,-74.11777778,Verda Guarumales,"{'type': 'Point', 'coordinates': [-74.11777778, 3.5127777778]}"
Desminado militar en operaciones,NARIÑO,52,TUMACO,52835,2013,9,Incidente,Sin informacion,Rural,1.4305555556,-78.28638889,Km-93+320,"{'type': 'Point', 'coordinates': [-78.28638889, 1.4305555556]}"
Desminado militar en operaciones,ANTIOQUIA,5,SAN ANDRÉS,5647,2013,9,Incidente,Sin informacion,Rural,6.9727777778,-75.62027778,La Cordillera Parte Alta,"{'type': 'Point', 'coordinates': [-75.62027778, 6.9727777778]}"
Desminado militar en operaciones,GUAVIARE,95,EL RETORNO,95025,2012,7,Incidente,Sin informacion,Rural,2.127778,-72.599444,Vereda El Porvenir,"{'type': 'Point', 'coordinates': [-72.599444, 2.127778]}"
Desminado militar en operaciones,META,50,SAN JUANITO,50686,2003,7,Incidente,Sin informacion,Rural,4.459675,-73.679259,Sin información,"{'type': 'Point', 'coordinates': [-73.679259, 4.459675]}"
Accidente por MAP,CAQUETA,18,PUERTO RICO,18592,2013,1,Accidente,Sin informacion,Rural,1.8652777777777776,-75.30555555555556,Sin información,"{'type': 'Point', 'coordinates': [-75.30555555555556, 1.8652777777777776]}"
Desminado militar en operaciones,ANTIOQUIA,5,TARAZÁ,5790,2010,8,Incidente,Sin informacion,Rural,7.473333,-75.754167,El Suspiro,"{'type': 'Point', 'coordinates': [-75.754167, 7.473333]}"
Desminado militar en operaciones,ANTIOQUIA,5,TARAZÁ,5790,2010,10,Incidente,Sin informacion,Rural,7.419444,-75.4175,Q. Encarnacion,"{'type': 'Point', 'coordinates': [-75.4175, 7.419444]}"
Desminado militar en operaciones,NARIÑO,52,SANTA CRUZ,52699,2012,10,Incidente,Sin informacion,Rural,1.427222222,-77.8366667,Clavaral,"{'type': 'Point', 'coordinates': [-77.8366667, 1.427222222]}"
Accidente por MAP,CAQUETA,18,PUERTO RICO,18592,2013,10,Accidente,Sin informacion,Rural,2.07,-75.24305555555556,Vereda Las Perlas,"{'type': 'Point', 'coordinates': [-75.24305555555556, 2.07]}"
Desminado militar en operaciones,VALLE DEL CAUCA,76,JAMUNDÍ,76364,2013,10,Incidente,Sin informacion,Rural,3.1330555556,-76.635,Vereda La Yolanda,"{'type': 'Point', 'coordinates': [-76.635, 3.1330555556]}"
Desminado militar en operaciones,CAQUETA,18,EL DONCELLO,18247,2013,10,Incidente,Sin informacion,Rural,1.7888888889,-75.32138889,La Floresta,"{'type': 'Point', 'coordinates': [-75.32138889, 1.7888888889]}"
Desminado militar en operaciones,CAQUETA,18,SAN VICENTE DEL CAGUÁN,18753,2013,10,Incidente,Sin informacion,Rural,2.5322222222,-74.72472222,Vereda Las Perlas,"{'type': 'Point', 'coordinates': [-74.72472222, 2.5322222222]}"
Desminado militar en operaciones,NARIÑO,52,TUMACO,52835,2013,10,Incidente,Sin informacion,Rural,1.4305555556,-78.2875,El Diviso,"{'type': 'Point', 'coordinates': [-78.2875, 1.4305555556]}"
Desminado militar en operaciones,HUILA,41,BARAYA,41078,2013,10,Incidente,Sin informacion,Rural,3.1266666667,-74.92888889,Vereda Totumito Alto,"{'type': 'Point', 'coordinates': [-74.92888889, 3.1266666667]}"
Desminado militar en operaciones,ARAUCA,81,FORTUL,81300,2013,10,Incidente,Sin informacion,Rural,6.7841666667,-71.77638889,Vereda Rosa Blanca,"{'type': 'Point', 'coordinates': [-71.77638889, 6.7841666667]}"
Desminado militar en operaciones,META,50,LA MACARENA,50350,2013,11,Incidente,Sin informacion,Rural,1.9902777778,-74.00083333,Vereda Alto Morrocoy,"{'type': 'Point', 'coordinates': [-74.00083333, 1.9902777778]}"
Desminado militar en operaciones,ANTIOQUIA,5,VALDIVIA,5854,2013,11,Incidente,Sin informacion,Rural,7.37,-75.34777778,Vereda Palomas,"{'type': 'Point', 'coordinates': [-75.34777778, 7.37]}"
Desminado militar en operaciones,CORDOBA,23,TIERRALTA,23807,2013,11,Incidente,Sin informacion,Rural,7.6716666667,-76.22027778,Changara,"{'type': 'Point', 'coordinates': [-76.22027778, 7.6716666667]}"
Desminado militar en operaciones,ANTIOQUIA,5,YARUMAL,5887,2013,11,Incidente,Sin informacion,Rural,7.0238888889,-75.63472222,Las Lomas,"{'type': 'Point', 'coordinates': [-75.63472222, 7.0238888889]}"
Desminado militar en operaciones,CAUCA,19,SUÁREZ,19780,2013,11,Incidente,Sin informacion,Rural,3.0566666667,-76.78972222,Sector La Vitrina,"{'type': 'Point', 'coordinates': [-76.78972222, 3.0566666667]}"
Desminado militar en operaciones,SANTANDER,68,GUACA,68318,2011,5,Incidente,Sin informacion,Rural,7.046389,-72.793333,Vereda El Portillo,"{'type': 'Point', 'coordinates': [-72.793333, 7.046389]}"
Desminado militar en operaciones,CAQUETA,18,MONTAÑITA,18410,2010,1,Incidente,Sin informacion,Rural,1.1344444444444444,-75.08111111111111,Vereda La Arenosa,"{'type': 'Point', 'coordinates': [-75.08111111111111, 1.1344444444444444]}"
Accidente por MAP,NARIÑO,52,POLICARPA,52540,2013,3,Accidente,Sin informacion,Rural,1.628192,-77.459098,Sin información,"{'type': 'Point', 'coordinates': [-77.459098, 1.628192]}"
