tipo_evento,departamento,codigo_dane_departamento,municipio,codigo_dane_municipio,a_o,mes,evento,tipo_lugar,tipo_area,latitud_cabecera,longitud_cabecera,sitio,geocoded_column
Accidente por MAP,PUTUMAYO,86,ORITO,86320,2013,3,Accidente,Sin informacion,Rural,0.664866,-76.869171,Vereda La Florida,"{'type': 'Point', 'coordinates': [-76.869171, 0.664866]}"
Accidente por MUSE,VICHADA,99,CUMARIBO,99773,2013,11,Accidente,Sin informacion,Rural,4.447613,-69.799221,Cumaribo,"{'type': 'Point', 'coordinates': [-69.799221, 4.447613]}"
Desminado militar en operaciones,META,50,LA MACARENA,50350,2014,1,Incidente,Sin informacion,Rural,1.815,-73.82138889,Vereda Yaguara Ii,"{'type': 'Point', 'coordinates': [-73.82138889, 1.815]}"
Desminado militar en operaciones,META,50,PUERTO GAITÁN,50568,2014,1,Incidente,Sin informacion,Rural,3.6513888889,-72.2025,Los Kioscos,"{'type': 'Point', 'coordinates': [-72.2025, 3.6513888889]}"
Desminado militar en operaciones,META,50,URIBE,50370,2014,1,Incidente,Sin informacion,Rural,2.6272,-74.04666667,Vereda Japon,"{'type': 'Point', 'coordinates': [-74.04666667, 2.6272]}"
Sospecha de campo minado,CAUCA,19,SUÁREZ,19780,2014,2,Incidente,Caminos,Rural,2.95291728806,-76.6860469929,"Finca La Golondrina,Vereda Naranajal, Corregimiento Bellavista","{'type': 'Point', 'coordinates': [-76.6860469929, 2.95291728806]}"
Accidente por MAP,ANTIOQUIA,5,ITUANGO,5361,2013,11,Accidente,Sin informacion,Rural,7.336388888888889,-75.7213888888889,Vereda El Olivar,"{'type': 'Point', 'coordinates': [-75.7213888888889, 7.336388888888889]}"
Desminado militar en operaciones,META,50,LA MACARENA,50350,2014,1,Incidente,Sin informacion,Rural,2.4147222222,-74.2525,Area General Jordan,"{'type': 'Point', 'coordinates': [-74.2525, 2.4147222222]}"
Desminado militar en operaciones,NORTE DE SANTANDER,54,CONVENCIÓN,54206,2014,2,Incidente,Sin informacion,Rural,8.6530555556,-73.25972222,Vereda Las Palmas,"{'type': 'Point', 'coordinates': [-73.25972222, 8.6530555556]}"
Desminado militar en operaciones,CORDOBA,23,TIERRALTA,23807,2014,2,Incidente,Sin informacion,Rural,7.8855555556,-76.24,Crucito,"{'type': 'Point', 'coordinates': [-76.24, 7.8855555556]}"
Accidente por MAP,NORTE DE SANTANDER,54,EL CARMEN,54245,2014,3,Accidente,Sin informacion,Rural,8.713333333333333,-73.34416666666667,Santa Ines,"{'type': 'Point', 'coordinates': [-73.34416666666667, 8.713333333333333]}"
Sospecha de campo minado,SANTANDER,68,EL CARMEN,68235,2012,11,Incidente,Fincas,Rural,6.78488,-73.58125,San_C.Chu_Fule_2012_25,"{'type': 'Point', 'coordinates': [-73.58125, 6.78488]}"
Sospecha de campo minado,ANTIOQUIA,5,SAN CARLOS,5649,2014,2,Incidente,Retorno desplazados,Rural,6.15739,-74.9685,Ant_S.Car_Fule_2014_42,"{'type': 'Point', 'coordinates': [-74.9685, 6.15739]}"
Desminado militar en operaciones,CAUCA,19,SUÁREZ,19780,2014,3,Incidente,Sin informacion,Rural,3.1130555556,-76.77388889,Vereda San Cayetano.,"{'type': 'Point', 'coordinates': [-76.77388889, 3.1130555556]}"
Desminado militar en operaciones,NARIÑO,52,EL ROSARIO,52256,2014,3,Incidente,Sin informacion,Rural,1.9313888889,-77.58083333,Desplayado,"{'type': 'Point', 'coordinates': [-77.58083333, 1.9313888889]}"
Desminado militar en operaciones,BOGOTA DC,11,Bogotá DC,11001,2014,2,Incidente,Sin informacion,Rural,3.9708333333,-74.2733333333,Vrd Salitre Sector Q. Chorreras.,"{'type': 'Point', 'coordinates': [-74.2733333333, 3.9708333333]}"
Desminado militar en operaciones,NARIÑO,52,TUMACO,52835,2014,3,Incidente,Sin informacion,Rural,1.4291666667,-78.66416667,Km 51,"{'type': 'Point', 'coordinates': [-78.66416667, 1.4291666667]}"
Desminado militar en operaciones,ANTIOQUIA,5,ITUANGO,5361,2014,3,Incidente,Sin informacion,Rural,7.1727777778,-75.76527778,Casco Urbano Ituango,"{'type': 'Point', 'coordinates': [-75.76527778, 7.1727777778]}"
Desminado militar en operaciones,META,50,EL CASTILLO,50251,2014,2,Incidente,Sin informacion,Rural,3.6511111111,-73.9747222222,Filo De Hambre,"{'type': 'Point', 'coordinates': [-73.9747222222, 3.6511111111]}"
Desminado militar en operaciones,TOLIMA,73,CHAPARRAL,73168,2014,2,Incidente,Sin informacion,Rural,3.9305555556,-75.7322222222,Vereda La Alemania,"{'type': 'Point', 'coordinates': [-75.7322222222, 3.9305555556]}"
Desminado militar en operaciones,NORTE DE SANTANDER,54,TEORAMA,54800,2014,3,Incidente,Sin informacion,Rural,8.6191666667,-73.17694444,Vd Catatumbo,"{'type': 'Point', 'coordinates': [-73.17694444, 8.6191666667]}"
Desminado militar en operaciones,META,50,LA MACARENA,50350,2014,3,Incidente,Sin informacion,Rural,2.0680555556,-74.24638889,Vereda Playa Rica,"{'type': 'Point', 'coordinates': [-74.24638889, 2.0680555556]}"
Accidente por MAP,NORTE DE SANTANDER,54,CÁCHIRA,54128,2001,12,Accidente,Sin informacion,Rural,7.741966,-73.048606,El Carbón,"{'type': 'Point', 'coordinates': [-73.048606, 7.741966]}"
Incautaciones,CORDOBA,23,TIERRALTA,23807,2009,8,Incidente,Campamentos ilegales,Rural,7.955278,-76.065556,El Silencio,"{'type': 'Point', 'coordinates': [-76.065556, 7.955278]}"
Accidente por MAP,NARIÑO,52,RICAURTE,52612,2007,8,Accidente,Sin informacion,Rural,1.212529,-77.995412,Vereda Nembi,"{'type': 'Point', 'coordinates': [-77.995412, 1.212529]}"
Accidente por MAP,CAQUETA,18,MONTAÑITA,18410,2014,3,Accidente,Sin informacion,Rural,1.1791666666666667,-75.09972222222223,Vereda La Libertad,"{'type': 'Point', 'coordinates': [-75.09972222222223, 1.1791666666666667]}"
Desminado militar en operaciones,META,50,VISTAHERMOSA,50711,2014,3,Incidente,Sin informacion,Rural,2.8061111111,-73.9961111111,Vereda Escalera,"{'type': 'Point', 'coordinates': [-73.9961111111, 2.8061111111]}"
Desminado militar en operaciones,META,50,VISTAHERMOSA,50711,2014,3,Incidente,Sin informacion,Rural,2.8158333333,-73.9913888889,Vereda Escalera,"{'type': 'Point', 'coordinates': [-73.9913888889, 2.8158333333]}"
Desminado militar en operaciones,NARIÑO,52,TUMACO,52835,2014,4,Incidente,Sin informacion,Rural,1.4330555556,-78.6233333333,La Nupa,"{'type': 'Point', 'coordinates': [-78.6233333333, 1.4330555556]}"
Desminado militar en operaciones,META,50,LA MACARENA,50350,2014,4,Incidente,Sin informacion,Rural,2.0666666667,-74.2494444444,Vereda Playa Rica,"{'type': 'Point', 'coordinates': [-74.2494444444, 2.0666666667]}"
Desminado militar en operaciones,HUILA,41,LA PLATA,41396,2014,4,Incidente,Sin informacion,Rural,2.19388888,-76.09138889,Vereda La Estacion,"{'type': 'Point', 'coordinates': [-76.09138889, 2.19388888]}"
Desminado militar en operaciones,ARAUCA,81,TAME,81794,2014,4,Incidente,Sin informacion,Rural,6.26861111,-71.63777778,El Susto Pk 139+500,"{'type': 'Point', 'coordinates': [-71.63777778, 6.26861111]}"
Desminado militar en operaciones,CAUCA,19,EL TAMBO,19256,2014,4,Incidente,Sin informacion,Rural,2.58194444,-76.7875,Secuenque,"{'type': 'Point', 'coordinates': [-76.7875, 2.58194444]}"
Desminado militar en operaciones,ANTIOQUIA,5,ITUANGO,5361,2014,4,Incidente,Sin informacion,Rural,7.33416666,-75.92555556,Vereda Ojo De Agua,"{'type': 'Point', 'coordinates': [-75.92555556, 7.33416666]}"
Desminado militar en operaciones,CAUCA,19,CALDONO,19137,2014,3,Incidente,Sin informacion,Rural,2.7916666667,-76.4772222222,Cerro Belen,"{'type': 'Point', 'coordinates': [-76.4772222222, 2.7916666667]}"
Desminado militar en operaciones,CUNDINAMARCA,25,LA PALMA,25394,2003,6,Incidente,Sin informacion,Rural,5.363998,-74.393078,Sin información,"{'type': 'Point', 'coordinates': [-74.393078, 5.363998]}"
Sospecha de campo minado,ANTIOQUIA,5,SAN CARLOS,5649,2014,3,Incidente,Retorno desplazados,Rural,6.18985,-74.99692,Ant_S.Car_Fule_2014_46,"{'type': 'Point', 'coordinates': [-74.99692, 6.18985]}"
Accidente por MAP,CAQUETA,18,FLORENCIA,18001,2013,2,Accidente,Sin informacion,Rural,1.62437240451,-75.6221708181,Florencia,"{'type': 'Point', 'coordinates': [-75.6221708181, 1.62437240451]}"
Accidente por MAP,ARAUCA,81,ARAUQUITA,81065,2014,5,Accidente,Sin informacion,Rural,6.871111111111111,-71.5411111111111,Vereda El Encanto,"{'type': 'Point', 'coordinates': [-71.5411111111111, 6.871111111111111]}"
Desminado militar en operaciones,NARIÑO,52,TUMACO,52835,2014,4,Incidente,Sin informacion,Rural,1.748333333,-78.78330556,Sector El Tigre X Altura Km 15 Vía Tumaco - Pasto,"{'type': 'Point', 'coordinates': [-78.78330556, 1.748333333]}"
Desminado militar en operaciones,META,50,PUERTO RICO,50590,2014,4,Incidente,Sin informacion,Rural,2.8944444444,-73.4058333333,Vereda Bajo Fundadores,"{'type': 'Point', 'coordinates': [-73.4058333333, 2.8944444444]}"
Desminado militar en operaciones,CHOCO,27,QUIBDÓ,27001,2014,4,Incidente,Sin informacion,Rural,5.7616666667,-76.3986111111,El 20,"{'type': 'Point', 'coordinates': [-76.3986111111, 5.7616666667]}"
Desminado militar en operaciones,META,50,PUERTO LLERAS,50577,2014,4,Incidente,Sin informacion,Rural,3.0458333333,-73.3955555556,Villa La Paz,"{'type': 'Point', 'coordinates': [-73.3955555556, 3.0458333333]}"
Desminado militar en operaciones,NARIÑO,52,TUMACO,52835,2014,5,Incidente,Sin informacion,Rural,1.6080555556,-78.2905555556,Vereda Tasdan,"{'type': 'Point', 'coordinates': [-78.2905555556, 1.6080555556]}"
Desminado militar en operaciones,HUILA,41,COLOMBIA,41206,2014,4,Incidente,Sin informacion,Rural,3.4358333333,-74.6541666667,El Boqueron Cerro Madroño,"{'type': 'Point', 'coordinates': [-74.6541666667, 3.4358333333]}"
Desminado militar en operaciones,META,50,URIBE,50370,2014,5,Incidente,Sin informacion,Rural,2.8316666667,-74.1794444444,Vereda Amistad,"{'type': 'Point', 'coordinates': [-74.1794444444, 2.8316666667]}"
Desminado militar en operaciones,ANTIOQUIA,5,GRANADA,5313,2004,7,Incidente,Sin informacion,Rural,6.143703,-75.185183,Sin información,"{'type': 'Point', 'coordinates': [-75.185183, 6.143703]}"
Accidente por MAP,CAQUETA,18,MONTAÑITA,18410,2014,5,Accidente,Sin informacion,Rural,1.2002777777777778,-75.12833333333333,Vereda San Isidro,"{'type': 'Point', 'coordinates': [-75.12833333333333, 1.2002777777777778]}"
Desminado militar en operaciones,CUNDINAMARCA,25,LA PALMA,25394,2003,7,Incidente,Sin informacion,Rural,5.363998,-74.393078,Sin información,"{'type': 'Point', 'coordinates': [-74.393078, 5.363998]}"
Accidente por MAP,NARIÑO,52,LEIVA,52405,2014,6,Accidente,Sin informacion,Rural,1.9297222222222223,-77.39111111111112,Alto Bonito,"{'type': 'Point', 'coordinates': [-77.39111111111112, 1.9297222222222223]}"
Desminado militar en operaciones,BOLIVAR,13,NOROSÍ,13490,2014,6,Incidente,Sin informacion,Rural,8.4594444444,-74.16722222,Mina Brisa,"{'type': 'Point', 'coordinates': [-74.16722222, 8.4594444444]}"
Desminado militar en operaciones,ANTIOQUIA,5,SAN ANDRÉS,5647,2014,6,Incidente,Sin informacion,Rural,7.0152777778,-75.6525,El Aserradero,"{'type': 'Point', 'coordinates': [-75.6525, 7.0152777778]}"
Desminado militar en operaciones,ANTIOQUIA,5,ANORÍ,5040,2014,5,Incidente,Sin informacion,Rural,7.0752777778,-75.14388889,Barrio Arenales,"{'type': 'Point', 'coordinates': [-75.14388889, 7.0752777778]}"
Desminado militar en operaciones,ARAUCA,81,TAME,81794,2014,6,Incidente,Sin informacion,Rural,6.5408333333,-71.34972222,Las Nubes,"{'type': 'Point', 'coordinates': [-71.34972222, 6.5408333333]}"
Desminado militar en operaciones,META,50,URIBE,50370,2014,6,Incidente,Sin informacion,Rural,3.7180555556,-74.33277778,Morro Alegria,"{'type': 'Point', 'coordinates': [-74.33277778, 3.7180555556]}"
Desminado militar en operaciones,CORDOBA,23,TIERRALTA,23807,2014,6,Incidente,Sin informacion,Rural,8.0041666667,-76.12055556,Vereda El Loro,"{'type': 'Point', 'coordinates': [-76.12055556, 8.0041666667]}"
Desminado militar en operaciones,CESAR,20,SAN DIEGO,20750,2014,7,Incidente,Sin informacion,Rural,10.253333333,-73.22888889,Finca Los Angeles,"{'type': 'Point', 'coordinates': [-73.22888889, 10.253333333]}"
Desminado militar en operaciones,NORTE DE SANTANDER,54,TOLEDO,54820,2014,6,Incidente,Sin informacion,Rural,7.2372222222,-72.45194444,Vereda Venaga,"{'type': 'Point', 'coordinates': [-72.45194444, 7.2372222222]}"
Desminado militar en operaciones,QUINDIO,63,PIJAO,63548,2014,6,Incidente,Sin informacion,Rural,4.2588888889,-75.64527778,Salto De La Vaca,"{'type': 'Point', 'coordinates': [-75.64527778, 4.2588888889]}"
Sospecha de campo minado,CALDAS,17,SAMANÁ,17662,2014,5,Incidente,Sendero,Rural,5.56979,-75.05437,Sin información,"{'type': 'Point', 'coordinates': [-75.05437, 5.56979]}"
Desminado militar en operaciones,ANTIOQUIA,5,SONSÓN,5756,2006,9,Incidente,Sin informacion,Rural,5.714322,-75.311842,Sin información,"{'type': 'Point', 'coordinates': [-75.311842, 5.714322]}"
Desminado militar en operaciones,ANTIOQUIA,5,SONSÓN,5756,2006,6,Incidente,Sin informacion,Rural,5.714322,-75.311842,Sin información,"{'type': 'Point', 'coordinates': [-75.311842, 5.714322]}"
Desminado militar en operaciones,CAQUETA,18,VALPARAÍSO,18860,2003,7,Incidente,Sin informacion,Rural,1.149167,-75.7,Sin información,"{'type': 'Point', 'coordinates': [-75.7, 1.149167]}"
Incautaciones,VALLE DEL CAUCA,76,BOLÍVAR,76100,2009,9,Incidente,Caleta,Rural,4.325,-76.375556,El Trujillo,"{'type': 'Point', 'coordinates': [-76.375556, 4.325]}"
Incautaciones,CAQUETA,18,SOLANO,18756,2009,11,Incidente,Caleta,Rural,0.933056,-75.0725,Los Laureles,"{'type': 'Point', 'coordinates': [-75.0725, 0.933056]}"
Desminado militar en operaciones,CORDOBA,23,PUERTO LIBERTADOR,23580,2010,5,Incidente,Sin informacion,Rural,7.382778,-75.979444,El Algarrobo,"{'type': 'Point', 'coordinates': [-75.979444, 7.382778]}"
Sospecha de campo minado,ANTIOQUIA,5,GRANADA,5313,2014,6,Incidente,Fincas,Rural,6.05552,-75.11852,Sin información,"{'type': 'Point', 'coordinates': [-75.11852, 6.05552]}"
Incautaciones,ANTIOQUIA,5,COCORNÁ,5197,2004,11,Incidente,Sin informacion,Rural,6.058001,-75.185085,Sin información,"{'type': 'Point', 'coordinates': [-75.185085, 6.058001]}"
Incautaciones,ANTIOQUIA,5,COCORNÁ,5197,2006,9,Incidente,Sin informacion,Rural,6.062263,-75.192138,Sin información,"{'type': 'Point', 'coordinates': [-75.192138, 6.062263]}"
Sospecha de campo minado,ANTIOQUIA,5,GRANADA,5313,2010,6,Incidente,Sin informacion,Rural,6.08178391156,-75.1123681152,El Calvario - Vereda Buena Vista,"{'type': 'Point', 'coordinates': [-75.1123681152, 6.08178391156]}"
Desminado militar en operaciones,CESAR,20,SAN DIEGO,20750,2014,7,Incidente,Sin informacion,Rural,10.2452777778,-73.1333333333,Cerro Bayo,"{'type': 'Point', 'coordinates': [-73.1333333333, 10.2452777778]}"
Desminado militar en operaciones,CAQUETA,18,PUERTO RICO,18592,2014,7,Incidente,Sin informacion,Rural,2.0391666667,-75.02361111,Vereda El Retorno,"{'type': 'Point', 'coordinates': [-75.02361111, 2.0391666667]}"
Desminado militar en operaciones,NORTE DE SANTANDER,54,CONVENCIÓN,54206,2014,7,Incidente,Sin informacion,Rural,8.5997222222,-73.33444444,Vereda El Cobre,"{'type': 'Point', 'coordinates': [-73.33444444, 8.5997222222]}"
Desminado militar en operaciones,ANTIOQUIA,5,VALDIVIA,5854,2010,5,Incidente,Sin informacion,Rural,7.363611,-75.435,La Esperanza,"{'type': 'Point', 'coordinates': [-75.435, 7.363611]}"
Desminado militar en operaciones,META,50,MESETAS,50330,2014,8,Incidente,Sin informacion,Rural,3.0516666667,-74.18694444,Vereda El Cairo,"{'type': 'Point', 'coordinates': [-74.18694444, 3.0516666667]}"
Desminado militar en operaciones,META,50,MESETAS,50330,2014,8,Incidente,Sin informacion,Rural,3.4225,-74.22638889,El Imperial,"{'type': 'Point', 'coordinates': [-74.22638889, 3.4225]}"
Desminado militar en operaciones,TOLIMA,73,CHAPARRAL,73168,2014,8,Incidente,Sin informacion,Rural,3.8630555556,-75.65055556,Vereda Virginia Alta,"{'type': 'Point', 'coordinates': [-75.65055556, 3.8630555556]}"
Desminado militar en operaciones,VALLE DEL CAUCA,76,DAGUA,76233,2014,8,Incidente,Sin informacion,Rural,3.5763888889,-76.765,Vereda Elsa,"{'type': 'Point', 'coordinates': [-76.765, 3.5763888889]}"
Desminado militar en operaciones,ARAUCA,81,ARAUQUITA,81065,2014,8,Incidente,Sin informacion,Rural,6.8416666667,-71.42194444,Vereda La Victoria,"{'type': 'Point', 'coordinates': [-71.42194444, 6.8416666667]}"
Accidente por MAP,CAQUETA,18,MILÁN,18460,2014,9,Accidente,Sin informacion,Rural,1.1091666666666666,-75.39527777777778,Inspeccion San Antonio De Getucha,"{'type': 'Point', 'coordinates': [-75.39527777777778, 1.1091666666666666]}"
Accidente por MAP,ANTIOQUIA,5,ANORÍ,5040,2012,7,Accidente,Sin informacion,Rural,6.99685297439,-75.2057514662,Vereda Montebello,"{'type': 'Point', 'coordinates': [-75.2057514662, 6.99685297439]}"
Accidente por MAP,NARIÑO,52,ROBERTO PAYÁN,52621,2011,12,Accidente,Sin informacion,Rural,1.6961111111,-78.2480555556,Sin información,"{'type': 'Point', 'coordinates': [-78.2480555556, 1.6961111111]}"
Desminado militar en operaciones,CAQUETA,18,PUERTO RICO,18592,2014,9,Incidente,Sin informacion,Rural,2.0477777778,-75.02444444,Vereda El Retorno,"{'type': 'Point', 'coordinates': [-75.02444444, 2.0477777778]}"
Desminado militar en operaciones,CAQUETA,18,MONTAÑITA,18410,2014,9,Incidente,Sin informacion,Rural,1.1658333333,-75.10444444,Vereda La Liberta,"{'type': 'Point', 'coordinates': [-75.10444444, 1.1658333333]}"
Desminado militar en operaciones,CAQUETA,18,MONTAÑITA,18410,2014,9,Incidente,Sin informacion,Rural,1.1383333333,-75.13222222,Vereda Corazones,"{'type': 'Point', 'coordinates': [-75.13222222, 1.1383333333]}"
Desminado militar en operaciones,CAQUETA,18,MONTAÑITA,18410,2014,9,Incidente,Sin informacion,Rural,1.0986111111,-75.06111111,Vereda Arenoso Alto,"{'type': 'Point', 'coordinates': [-75.06111111, 1.0986111111]}"
Desminado militar en operaciones,CAUCA,19,SUÁREZ,19780,2014,8,Incidente,Sin informacion,Rural,3.0905555556,-76.80777778,Sector Patio Bonito,"{'type': 'Point', 'coordinates': [-76.80777778, 3.0905555556]}"
Desminado militar en operaciones,CAUCA,19,CALOTO,19142,2014,8,Incidente,Sin informacion,Rural,3.0305555556,-76.39666667,Vereda La Seivita,"{'type': 'Point', 'coordinates': [-76.39666667, 3.0305555556]}"
Desminado militar en operaciones,NORTE DE SANTANDER,54,BUCARASICA,54109,2014,9,Incidente,Sin informacion,Rural,8.1341666667,-72.95388889,Km 95 Via Ocaña - Cucuta,"{'type': 'Point', 'coordinates': [-72.95388889, 8.1341666667]}"
Desminado militar en operaciones,META,50,URIBE,50370,2014,8,Incidente,Sin informacion,Rural,3.1341666667,-74.53361111,Vereda Crevaux,"{'type': 'Point', 'coordinates': [-74.53361111, 3.1341666667]}"
Desminado militar en operaciones,ARAUCA,81,TAME,81794,2014,9,Incidente,Sin informacion,Rural,6.5480555556,-71.70777778,Vereda Corocito,"{'type': 'Point', 'coordinates': [-71.70777778, 6.5480555556]}"
Desminado militar en operaciones,ANTIOQUIA,5,ANORÍ,5040,2014,9,Incidente,Sin informacion,Rural,7.3763888889,-75.00111111,Charcon De Liberia,"{'type': 'Point', 'coordinates': [-75.00111111, 7.3763888889]}"
Desminado militar en operaciones,MAGDALENA,47,NUEVA GRANADA,47460,2004,7,Incidente,Sin informacion,Rural,9.66788888888889,-74.3136388888889,Sector Orejero,"{'type': 'Point', 'coordinates': [-74.3136388888889, 9.66788888888889]}"
Desminado militar en operaciones,HUILA,41,ALTAMIRA,41026,2014,10,Incidente,Sin informacion,Rural,2.0361111111,-75.77555556,Ruta Rn20 Via Florencia Puente La Seca,"{'type': 'Point', 'coordinates': [-75.77555556, 2.0361111111]}"
Desminado militar en operaciones,NARIÑO,52,TUMACO,52835,2014,10,Incidente,Sin informacion,Rural,1.3936111111,-78.71444444,La Balsa,"{'type': 'Point', 'coordinates': [-78.71444444, 1.3936111111]}"
Desminado militar en operaciones,PUTUMAYO,86,PUERTO ASÍS,86568,2014,10,Incidente,Sin informacion,Rural,0.4025,-76.65138889,Vereda La Y,"{'type': 'Point', 'coordinates': [-76.65138889, 0.4025]}"
Desminado militar en operaciones,META,50,MESETAS,50330,2014,10,Incidente,Sin informacion,Rural,3.2225,-74.07,Vereda Colina,"{'type': 'Point', 'coordinates': [-74.07, 3.2225]}"
Desminado militar en operaciones,ANTIOQUIA,5,YARUMAL,5887,2014,10,Incidente,Sin informacion,Rural,7.0497222222,-75.5944444444,La Quiebra,"{'type': 'Point', 'coordinates': [-75.5944444444, 7.0497222222]}"
Desminado militar en operaciones,CAQUETA,18,PUERTO RICO,18592,2014,10,Incidente,Sin informacion,Rural,1.9505555556,-75.14111111,Vereda Altamira,"{'type': 'Point', 'coordinates': [-75.14111111, 1.9505555556]}"
